Filename852-delno	Pade v menu	CategoryTag	Tag1	Področje	Tag3	Podlaga	Tehnika	Tag6	Tag7	Tag8	Tag9
prodaja spletne trgovine in osebni podatki_(M)_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP									
Question Regarding GDPR Article 37(7) _(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
racunovodstvo_pogodbena obdelava_povezana podjetja_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			pogodbena obdelava						
ravnanje z lastnimi OP_(M)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP									
raziskovalni projekt_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									
razkritje pacientovih osebnih podatkov_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo							
razkritje podatka o dolgu najemnika s strani obƒine_(M)_Katja_3.12.18.odt	IP RS | Mnenja IP	Mnenje IP									
razkritje podatka o IOZ odvetniku_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP	odvetnik								
razkritje podatkov o umrlem oskrbovancu v DSO_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP							Osebni podatki umrlih		
razkritje popisa osebne lastnine po umrlem pacientu_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo					Osebni podatki umrlih		
razkritje zdravstvenih podatkov, pravica do seznanitve z lastnimi OP_(EM)_Neja.odt	IP RS | Mnenja IP	Mnenje IP									Zdravstvo
razkrivanje obƒutljivih OP_(M) Ivanc.odt	IP RS | Mnenja IP	Mnenje IP			občutljivi OP						
razliƒna vpraτanja_OP v delovnih razmerjih, zdravstvu, pri podjetjih_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje						Zdravstvo
Razmerje med ponudniki in naroƒniki vzdrºevanja IT infrastrukture-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
rok za prenehanje uporabe podatka za namen neposrednega trºenja.odt	IP RS | Mnenja IP	Mnenje IP									
samostan_najmena pogodba, podlaga_GDPR_Nuτa.odt	IP RS | Mnenja IP	Mnenje IP	GDPR					pravni temelj			
segmentiranje strank pri neposrednem trºenju po telefonu.odt	IP RS | Mnenja IP	Mnenje IP									
seznam prevzema poτiljk spletne trgovine-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
seznam ƒlanov KGZS_(M)_Novak.odt	IP RS | Mnenja IP	Mnenje IP									
seznanitev starτev z oblikovanjem oddelkov.odt	IP RS | Mnenja IP	Mnenje IP			dostop do podatkov						
seznanitev z lastnimi OP od policije.odt	IP RS | Mnenja IP	Mnenje IP			dostop do podatkov			policija			
seznanitev z lastnimi OP_fiziƒno_mnenje_ Nuτa.odt	IP RS | Mnenja IP	Mnenje IP			dostop do podatkov						
seznanitev z lastnimi osebnimi podatki_napotitev_Neja.odt	IP RS | Mnenja IP	Mnenje IP			dostop do podatkov						
seznanitev z osebnimi podatki v okviru funkcije ƒlana sveta τole1_(EM)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo	dostop do podatkov						
seznanitev z osebnimi podatki v okviru funkcije ƒlana sveta τole_(EM)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo	dostop do podatkov						
Seznanitev z otrokovo zdravstveno dokumentacijo in ZPacP_(M)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	otroci		dostop do podatkov						Zdravstvo
Skladnost soglasja s Sploτno uredbo_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
Skladnost uporabe mailing sistema Net-results v Sloveniji_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP			elektronska pošta						
skladnost za komunalna podjetja.odt	IP RS | Mnenja IP	Mnenje IP									
skupna obƒinska uprava_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
Sledljivost obdelave osebnih podatkov.odt	IP RS | Mnenja IP	Mnenje IP									
SMS, neposredno trºenje1_(EM)_Teliƒ.odt	IP RS | Mnenja IP	Mnenje IP								neposredno trženje	
SMS, neposredno trºenje_(EM)_Teliƒ.odt	IP RS | Mnenja IP	Mnenje IP								neposredno trženje	
snemanje dogajanja na cesti in uporaba posnetkov_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP	snemanje								
snemanje obƒinskih sej in objava dokumentov s strani obƒinskega svetnika_(M)_Zrimτek.odt	IP RS | Mnenja IP	Mnenje IP	snemanje								
snemanje pogovra.odt	IP RS | Mnenja IP	Mnenje IP	snemanje								
snemanje storilca kaznivega dejanja.odt	IP RS | Mnenja IP	Mnenje IP	snemanje								
Snemanje τportnih tekem_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP	snemanje					šport			
sodelovanje na diplomatski regati.odt	IP RS | Mnenja IP	Mnenje IP									
soglasja starτev za fotografiranje otrok_(M)_Meτiå.odt	IP RS | Mnenja IP	Mnenje IP	otroci		fotografija				privolitev		
soglasja za izvedbo intervjujev z otroki_(M)_Testen.odt	IP RS | Mnenja IP	Mnenje IP	otroci						privolitev		
soglasje osebe brez poslovne sposobnosti.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
Soglasje za dostop do raƒunalnika v ƒasu odsotnosti_(EM)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP							privolitev	dostopne pravice	
soglasje za obdelavo OP za namen svetovanja oz. pomoƒi_(M)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
soglasje za SEPA obremenitev_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
soglasje zaposlenega_(M)_Novak.odt	IP RS | Mnenja IP	Mnenje IP	delovno razmerje						privolitev		
spletna anketa_(M)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP									
Spletno gostovanje in pogodbena obdelava-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP			pogodbena obdelava						
Sploτna bolniτnica _mnenje IP.odt	IP RS | Mnenja IP	Mnenje IP									
Sploτna uredba in druτtva1_Neja.odt	IP RS | Mnenja IP	Mnenje IP			društvo						
Sploτna uredba in druτtva2_Neja.odt	IP RS | Mnenja IP	Mnenje IP			društvo						
Sploτna uredba in druτtva_Neja.odt	IP RS | Mnenja IP	Mnenje IP			društvo						
sploτno GDPR_Nuτa.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
Spodlage za obdelavo osebnih podatkov v druτtvu.odt	IP RS | Mnenja IP	Mnenje IP			društvo			pravni temelj			
sprememba naslova s.p._(EM)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP									
sprememba upravljavca_(M)_Novak.odt	IP RS | Mnenja IP	Mnenje IP									
spremembe GDPR_Neja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
standardne pogodbene klavzule in dovoljenje IP_Neja.odt	IP RS | Mnenja IP	Mnenje IP									
test alkoholiziranosti v srednjih τolah_M_Bozic Testen.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo							
Tomaº, poτta in OP, napotitev,28.11.2018.odt	IP RS | Mnenja IP	Mnenje IP	pošta								
uporaba e-mail naslovov po 25.5.2018_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP									
uporaba e-naslovov za neposredno trºenje.odt	IP RS | Mnenja IP	Mnenje IP								neposredno trženje	
uporaba foto gradiva in osebni podatki v muzeju_Jasmina.odt	IP RS | Mnenja IP	Mnenje IP									
uporaba fotografij_(EM)_Deljanin.odt	IP RS | Mnenja IP	Mnenje IP			fotografija						
Uporaba GSM sledilcev na kolesih za izsposojo.odt	IP RS | Mnenja IP	Mnenje IP									
uporaba podatkov iz evidence lastnikov vodovodnih prikljuƒkov_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									evidence
Uporaba pravne podlage zakonitih interesov_(M)_Tomτiƒ.odt	IP RS | Mnenja IP	Mnenje IP						zakonit interes			
Uporaba programskega paketa G Suit za vodenje poslovnega procesa-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
uporaba telesnih kamer_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			kamera						
uporaba videokamer v garaºi za odƒitavanje registrskih tablic_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			kamera		Videonadzor				
uporaba videoposnetkov_(M)_Devljanin.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
uporaba zasebne naprave v sluºbene namene_(EM)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
upravicenost vpogleda posnetka videokamer_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			kamera		Videonadzor	dostop do podatkov		vpogled	
upravljavec, obdelovalec_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP						obdelovalec			
upravnik_izvedensko mnenje_(M)_Benkoviƒ Kraτovec.odt	IP RS | Mnenja IP	Mnenje IP									
Ureditev dokumentacije za skladnost z GDPR-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
ureditev razmerij obdelovalcev z upravljavci.odt	IP RS | Mnenja IP	Mnenje IP						obdelovalec			
ustreznost dokumentov po GDPR_Neja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
ustreznost posredovanega pravilnika-pravne podlage po GDPR_Vanja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR		PosredovanjeOP			pravni temelj			
vabljenje otroka na sistematski zobozdravniτki pregled_(M)_Brulc.odt	IP RS | Mnenja IP	Mnenje IP	otroci								Zdravstvo
varovanje OP v postopkih usmerjanja otrok s posebnimi potrebami_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP	otroci								
varstvo OP pri delu varuhinje pravic gledalcev_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
veljavnost ZVOP-1_(EM)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP	ZVOP-1								
veteranski dodatek_(M)_Deljanin.odt	IP RS | Mnenja IP	Mnenje IP									
video in foto posnetek prireditve kot referenƒni izdelek_(M)_Wondra.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor bolniτkih sob 2_(EM_Pavτiƒ_29.11.18.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor delovnih prostorov_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje		Videonadzor				
videonadzor na delovnem mestu in v jedilnici_mnenje_Neja.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje		Videonadzor				
Videonadzor na delovnem mestu_(EM)_Damjan.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje		Videonadzor				
videonadzor na delovnem mestu_(EM)_µvab.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje		Videonadzor				
videonadzor parkiriτƒa pri veƒstanovanjski stavbi, napotitev,5.10.2018_(M)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor skupnega parkiriτƒa_(EM)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor soseda.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor soseda2.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor sosednje hiτe_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor svojega dvoriτƒa s sluºnostno potjo,14.6.2018.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor v dvigalnih_mnenje_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor v garderobi v τoli_mnenje_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo			Videonadzor				
Videonadzor v loviτƒu_(EM)_Bogataj_23.11.18.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor v ƒakalnici_(M)_Deljanin.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor, prijava krτitve,2.8.2018.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
videonadzor_(M)_Deljanin.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor				
vodenje evidence o posredovanih OP.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						evidence
volitve v drºavni svet, dokazila_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									
vozovnica za vlak, privolitev_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP							privolitev		
vpogled oƒeta v dokumentacijo.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v evidenco_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	evidence
vpogled v kartice Tuτ kluba in pogodba o obdelavi podatkov_Neja.odt	IP RS | Mnenja IP	Mnenje IP			klub zvestobe			dostop do podatkov		vpogled	
vpogled v lastne OP_(M)_Leτnik Kromar.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v servisne podatke_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v sistem GPS_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v sistem GPS_(M)_Sironiƒ2.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v storitev PSP_(M)_Boºiƒ Testen.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v urnik sodelavcev_(M)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpogled v zgodovino avtomobila_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP						dostop do podatkov		vpogled	
vpraτalnik o politiƒni izpostavljenosti - mnenje MLO.odt	IP RS | Mnenja IP	Mnenje IP									
vpraτanja glede uporabe videonadzora na delovnem mestu_(EM)_Jerse.odt	IP RS | Mnenja IP	Mnenje IP			delovno razmerje		Videonadzor				
Vpraτanje glede galerije na sluºbenem telefonu-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
Vpraτanje glede nastavljanja piτkotkov na spletni strani _(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									Piškotki
Vpraτanje glede veljavne privolitve_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									
Vpraτanje v zvezi s potrebo vpisa v zbirke osebnih podatkov v register_(EM)_Mohar.odt	IP RS | Mnenja IP	Mnenje IP	register								
vraƒanje klicev s strani trgovin_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP									
vrtec,τolski sklad_(M)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP		Šolstvo							
Vsiljevanje spletnih piτkotkov_(M)_Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP									Piškotki
vzpostavitev zakontega videonadzora, vpogled v posnetke_(EM),PetraLK, 11.12.2018.odt	IP RS | Mnenja IP	Mnenje IP					Videonadzor	dostop do podatkov		vpogled	
vzpostavitev zbirke osebnih podatkov_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									
whistleblower_(M)_Sironiƒ.odt	IP RS | Mnenja IP	Mnenje IP									
zahteva po posredovanju OP na podlagi 114. ƒlen ZEN_(M)_Deljanin.odt	IP RS | Mnenja IP	Mnenje IP			PosredovanjeOP						
Zahtevanje gesla oz. PIN-kode za popolni dostop do pametnih naprav v primeru servisiranja ali opravljanja tehniƒnih.odt	IP RS | Mnenja IP	Mnenje IP								dostopne pravice	
zakoniti interesi kot podlaga za obveτƒanje novinarjev.odt	IP RS | Mnenja IP	Mnenje IP						zakonit interes		novinarstvo	
zaraƒunavanje kopij zdravstvene dokumentacije pacientom_mnenje_Brulc.odt	IP RS | Mnenja IP	Mnenje IP		Zdravstvo				kopiranje			
zaseg raƒunalnika v steƒajnem postopku_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP						stečaj			
Zaupni podatki v postopku pridobivanja podpor kandidatom za lokalne volitve_(M)_Kuτeviå.odt	IP RS | Mnenja IP	Mnenje IP			DPO						
zavarovalne agencije in neposredno trºenje.odt	IP RS | Mnenja IP	Mnenje IP						zavarovalnica		neposredno trženje	
Zavarovanje osebnih podatkov -MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP							varnost podatkov		
Zavarovanje osebnih podatkov -MNENJE-Brodgesell2.odt	IP RS | Mnenja IP	Mnenje IP							varnost podatkov		
Zavarovanje osebnih podatkov in pravne podlage za obdelavo-MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP						pravni temelj	varnost podatkov		
Zavarovanje osebnih podatkov0 -MNENJE-Brodgesell.odt	IP RS | Mnenja IP	Mnenje IP							varnost podatkov		
Zavarovanje podatkov v kuverti_(EM)_Meτiå.odt	IP RS | Mnenja IP	Mnenje IP							varnost podatkov		
zbiranje davƒnih τtevilk uporabnikov osebne asistence_(M)_Novak.odt	IP RS | Mnenja IP	Mnenje IP						davčna številka			
zbiranje Dµ dijakov za namen zavarovanja.odt	IP RS | Mnenja IP	Mnenje IP							zavarovalnica		
zbiranje OP na CSD_EM_Bozic Testen.odt	IP RS | Mnenja IP	Mnenje IP									
zbiranje OP, upravnik_Saτa.odt	IP RS | Mnenja IP	Mnenje IP									
zbiranje podpisov, peticija_(M)_Wondra.odt	IP RS | Mnenja IP	Mnenje IP									
zdravstveni karton_EM_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP									
zemljiτka knjiga_M_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP									
zloraba osebnih podatkov_ mnenje_IP.odt	IP RS | Mnenja IP	Mnenje IP									
zobozdravnik in GDPR na sploτno_Neja.odt	IP RS | Mnenja IP	Mnenje IP	GDPR								
_izvajanje anket o oƒalih_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP									
_Komunikacija med starτi in uƒitelji_(EM)_Domnik.odt	IP RS | Mnenja IP	Mnenje IP									
_objava osmrtnic_Neja.odt	IP RS | Mnenja IP	Mnenje IP									
_uradna evidenca_(EM)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP									evidence
τifrirani seznam, definicija OP_(M)_Ivanc.odt	IP RS | Mnenja IP	Mnenje IP			šifriranje						
τolstvo_GDPR.odt	IP RS | Mnenja IP	Mnenje IP	GDPR	Šolstvo							
µportno druτtvo in privolitve_(M)_Meτiå.odt	IP RS | Mnenja IP	Mnenje IP			društvo			šport			
τtevilka mobitela_(EM)_¼rniƒ.odt	IP RS | Mnenja IP	Mnenje IP									
µtevilo prijav_(EM)_Meτiå.odt	IP RS | Mnenja IP	Mnenje IP									
0603-14-2019-3_odloƒba po ZP-1_opomin_8. ƒlen ZVOP-1_11.4.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-16-2019-4_odloƒba po ZP_GLOBA_16. ƒlen ZVOP-1_29.3.19.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-19-2019-6_odloƒba po ZP_GLOBA_16.ƒlen ZVOP-1_16.4.19.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-2-2019-6_odloƒba po ZP_z obrazloºitvijo_GLOBA_16.ƒlen ZVOP-1_25.2.19.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-20-2019-6_odloƒba po ZP_OPOMIN_16.ƒlen ZVOP-1_23.4.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-27-2018-7_odloƒba po ZP-1_opomin_8. ƒlen ZVOP-1_24.4.2019.docx	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-48-2019-7_odloƒba po ZP_globa_8.ƒlen ZVOP-1_17.7.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-9-2019-8_Odloƒba po ZP-1_z obrazloºitvijo_OPOMIN_24. in 25. ƒlen ZVOP-1_21.6.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-10-2020-3 _odloƒba po ZP-1_GLOBA_8.ƒlen ZVOP-1_16.6.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-130-2019-7_odloƒba po ZP-1_GLOBA_8.ƒlen ZVOP-1_3.6.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-21-2020-7_odloƒba po ZP-1_GLOBA_16. ƒlen ZVOP-1_7.7.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-25-2020-4_odloƒba po ZP_z obrazloºitvijo_GLOBA_16.ƒlen ZVOP-1_7.7.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-5-2020-3_odloƒba po ZP_GLOBA_29. ƒlen ZIN_30.7.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP			globa						
0603-69-2019-8_odloƒba po ZP-1_globa_24. in 25. ƒlen ZVOP-1_9.7.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-73-2020-3_odloƒba po ZP_GLOBA_29. ƒlen ZIN_6.8.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP			globa						
0603-80-2020-6_odloƒba po ZP-1_GLOBA_16. ƒlen ZVOP-1_26.8.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-9-2020-3_odloƒba po ZP_OPOMIN_8.ƒlen ZVOP-1_5.3.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-18-2018-9_odloƒba po ZP-1_OPOMIN_8. ƒlen ZVOP-1_17.12.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-22-2020-5_odloƒba po ZP_GLOBA_29.ƒlen ZIN_20.11.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP			globa						
0603-85-2020-6_odloƒba po ZP-1_OPOMIN_29. ƒlen ZIN_7.12.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP							opomin		
0603-95-2020-5_odloƒba po ZP-1_opomin_74 in 77. ƒlen ZVOP-1_3. 12. 2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-2-2019_odloƒba po ZP-1_GLOBA_16.ƒlen ZVOP-1_25.2.19.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-63-2018-6_odloƒba po ZP_OPOMIN_8.ƒlen ZVOP-1_28.2.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
0603-98-2018_odloƒba po ZP_GLOBA 24. in 25. ƒlen ZVOP-1_25.2.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-99-2018_Odloƒba ZP-1_opomin_6.2.2019.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP							opomin		
0603-104-2019-2_odloƒba po ZP_GLOBA_8.ƒlen ZVOP-1_10.2.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-137-2019-12_odloƒba po ZP-1_GLOBA_16.ƒlen ZVOP-1_7.2.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-41-2019-10_odloƒba po ZP-1_GLOBA_8. ƒlen ZVOP-1_29.1.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-42-2019-10_odloƒba po ZP-1_GLOBA_8. ƒlen ZVOP-1_29.1.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-55-2019-10_odloƒba po ZP-1_GLOBA_8. ƒlen ZVOP-1_29.1.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-57-2019-9_odloƒba po ZP-1_GLOBA_8. ƒlen ZVOP-1_29.1.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-59-2019-10_odloƒba po ZP-1_GLOBA_8. ƒlen ZVOP-1_29.1.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1		globa						
0603-100-2018-11_odloƒba po ZP_OPOMIN_8. ƒlen ZVOP-1_7.1.2020.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Odločba postopka	Odločba ZP	ZVOP-1						opomin		
